record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
718,2021-01-23,2021,January,Malabon,Catmon,14.6604,120.955,Very High,3.3,House-roof level,83,95.3,Typhoon,None (Monsoon),None,5852,1463,2366,Malabon City Hall Covered Court,0,24,27917354,Bridges and Roads,No,22.4,DSWD
719,2008-02-27,2008,February,Malabon,Hulong Duhat,14.6625,120.955,High,1.51,Neck-deep,8,404.2,Scattered Showers,None (Monsoon),None,4228,912,1218,Malabon City Hall Covered Court,0,9,11841219,None,Yes,23.1,PAGASA
720,2013-02-10,2013,February,Malabon,Acacia,14.6639,120.9567,High,2.22,House-roof level,16,56.4,Typhoon,None (Monsoon),None,3105,608,660,Longos Elementary School,0,8,6093819,Roads,No,8.0,MMDA
721,2002-05-02,2002,May,Navotas,Bangculasi,14.6607,120.94149999999999,Very High,3.1,House-roof level,90,66.2,Typhoon,None (Monsoon),None,2355,539,670,Navotas Sports Complex,2,0,14376747,Roads and Homes,No,9.6,PAGASA
722,2016-10-29,2016,October,Navotas,Daanghari,14.659,120.9446,Very High,1.84,Neck-deep,143,332.9,Monsoon Rains,Tonyo,Signal No. 3,7192,1653,3222,Bangculasi Elementary School,0,8,8821466,None,No,20.7,NDRRMC
723,2001-01-11,2001,January,Navotas,Navotas East,14.657499999999999,120.9401,Very High,3.74,House-roof level,39,111.6,Heavy Rain,None (Monsoon),None,2190,515,377,Navotas Sports Complex,1,21,18349558,None,No,15.3,PAGASA
724,2004-09-29,2004,September,Navotas,Navotas West,14.6556,120.93939999999999,Very High,2.95,House-roof level,26,420.6,Heavy Rain,Ursula,Signal No. 1,5968,1118,1143,North Bay Blvd Evacuation Center,0,1,34048497,Bridges,No,19.7,LGU Report
725,2008-05-06,2008,May,Navotas,North Bay Blvd South,14.653400000000001,120.9367,High,1.57,Neck-deep,92,124.0,Scattered Showers,Pepito,Signal No. 2,5048,1393,1364,Bangculasi Elementary School,0,6,15057661,Bridges,No,18.3,MMDA
726,2007-04-15,2007,April,Valenzuela,Bisig,14.7004,120.978,Very High,2.08,House-roof level,163,164.2,Monsoon Rains,Tonyo,Signal No. 2,2630,582,869,Valenzuela City Gymnasium,0,8,5814478,Roads and Homes,No,21.7,NDRRMC
727,2019-04-17,2019,April,Valenzuela,Lawang Bato,14.705,120.9752,Very High,0.82,Waist-deep,126,177.4,Scattered Showers,None (Monsoon),None,298,61,132,Valenzuela National High School Gym,0,1,400359,Homes,No,9.2,PAGASA
728,2021-12-09,2021,December,Valenzuela,Lingunan,14.7071,120.9817,High,1.15,Chest-deep,30,191.2,Typhoon,Nonoy,Signal No. 3,2068,576,432,Lingunan Elementary School,0,7,3339831,Roads and Homes,Yes,21.0,PAGASA
729,2017-02-09,2017,February,Valenzuela,Punturin,14.712200000000001,120.9829,High,2.97,House-roof level,86,366.6,Continuous Rain,None (Monsoon),None,1423,403,238,Bisig Elementary School,0,3,2251688,Bridges,Yes,12.2,MMDA
730,2013-08-12,2013,August,Valenzuela,Parada,14.6985,120.97959999999999,High,2.54,House-roof level,76,339.5,Heavy Rain,Pepito,Signal No. 4,2474,553,321,Lawang Bato Covered Court,1,22,9133110,Roads and Homes,Yes,10.3,NDRRMC
731,2013-10-25,2013,October,Marikina,Tumana,14.6562,121.10419999999999,Very High,3.03,House-roof level,98,294.7,Scattered Showers,Kiko,Signal No. 3,5364,1132,1304,Calumpang Elementary School,0,11,26502911,Homes,No,6.3,PAGASA
732,2010-06-21,2010,June,Marikina,Calumpang,14.6473,121.1036,Very High,4.14,House-roof level,92,364.7,Continuous Rain,Quedan,Signal No. 3,5392,990,2290,Tumana Elementary School,0,36,54518530,Bridges,Yes,12.0,LGU Report
733,2000-11-13,2000,November,Marikina,Concepcion Dos,14.660799999999998,121.10820000000001,Very High,1.75,Neck-deep,36,82.5,Heavy Rain,Quedan,Signal No. 3,3346,704,1254,Marikina City Hall Gymnasium,0,6,12194448,Roads,No,6.3,NDRRMC
734,2014-09-05,2014,September,Marikina,Industrial Valley,14.6539,121.11280000000001,High,1.26,Chest-deep,85,432.7,Continuous Rain,Tonyo,Signal No. 2,4153,819,845,Concepcion National High School,0,9,3876050,Bridges,No,6.3,LGU Report
735,2018-12-22,2018,December,Marikina,Nangka,14.6696,121.1071,High,2.19,House-roof level,7,60.1,Typhoon,None (Monsoon),None,2642,697,363,Marikina Sports Center,0,4,8062012,Roads and Homes,No,3.0,PAGASA
736,2020-06-14,2020,June,Marikina,Fortune,14.672,121.1097,High,1.05,Chest-deep,96,101.4,Heavy Rain,None (Monsoon),None,5168,1350,928,Marikina Sports Center,0,5,8710187,None,No,13.4,LGU Report
737,2014-07-12,2014,July,Pasig,Pinagbuhatan,14.5621,121.1027,Very High,2.08,House-roof level,95,163.2,Monsoon Rains,Quedan,Signal No. 1,5222,1463,2093,Pasig City Hall Gymnasium,0,4,16220444,Roads,Yes,22.6,MMDA
738,2004-02-14,2004,February,Pasig,Bambang,14.5594,121.0996,Very High,3.52,House-roof level,103,77.8,Typhoon,Ondoy,Signal No. 4,2970,709,517,Bambang Elementary School,0,28,8552963,Bridges,Yes,1.8,DSWD
739,2001-01-31,2001,January,Pasig,Ugong,14.565000000000001,121.0715,High,0.44,Knee-deep,95,353.4,Continuous Rain,None (Monsoon),None,2047,571,379,Ugong Elementary School,0,2,1032089,Roads,No,12.1,LGU Report
740,2024-09-02,2024,September,Pasig,Dela Paz,14.5735,121.0831,High,0.48,Knee-deep,31,246.6,Monsoon Rains,Ulysses,Signal No. 3,5030,1270,442,Bambang Elementary School,0,3,2234664,None,No,6.7,PAGASA
741,2022-12-01,2022,December,Pasig,Palatiw,14.5626,121.1012,High,1.35,Chest-deep,31,180.8,Typhoon,Ulysses,Signal No. 3,6378,1529,1362,Pasig City Hall Gymnasium,0,7,14695506,Roads and Homes,Yes,4.8,NDRRMC
742,2017-05-19,2017,May,Quezon City,Batasan Hills,14.6894,121.1129,High,2.47,House-roof level,32,169.4,Continuous Rain,None (Monsoon),None,1839,369,454,QC Sports Club,0,11,6484446,Homes,Yes,12.5,PAGASA
743,2000-07-21,2000,July,Quezon City,Commonwealth,14.6812,121.10910000000001,High,0.88,Waist-deep,29,338.0,Typhoon,None (Monsoon),None,7248,1610,1112,Payatas Elementary School Covered Court,0,2,14935528,None,Yes,2.3,NDRRMC
744,2000-01-05,2000,January,Quezon City,Payatas,14.7231,121.1174,High,2.6,House-roof level,85,422.1,Heavy Rain,Marce,Signal No. 2,609,112,163,Quezon City Reception Area,0,13,3140979,None,Yes,7.5,NDRRMC
745,2005-05-21,2005,May,Quezon City,Bagong Silangan,14.701600000000001,121.1311,Moderate,0.52,Waist-deep,18,370.2,Typhoon,Tisoy,Signal No. 1,3943,747,558,Batasan Hills National High School Gym,0,0,1486866,Bridges and Roads,No,6.8,DSWD
746,2021-07-08,2021,July,Quezon City,Novaliches Proper,14.733600000000001,121.0225,Moderate,0.19,Knee-deep,46,201.0,Typhoon,Marce,Signal No. 4,1455,338,81,Batasan Hills National High School Gym,0,0,457115,Homes,No,17.4,MMDA
747,2011-12-28,2011,December,Manila,Tondo,14.6191,120.9676,Very High,0.6,Waist-deep,81,374.1,Heavy Rain,None (Monsoon),None,7343,1504,1515,Binondo Elementary School,0,6,9754425,Bridges,Yes,7.2,NDRRMC
748,2016-06-22,2016,June,Manila,Binondo,14.6,120.9747,High,1.53,Neck-deep,66,198.5,Scattered Showers,Pepito,Signal No. 3,4661,967,540,Manila City Hall Gymnasium,0,12,8872942,Bridges,No,16.4,LGU Report
749,2016-02-29,2016,February,Manila,Pandacan,14.5884,121.0055,Very High,4.35,House-roof level,34,419.9,Typhoon,None (Monsoon),None,5132,1359,1159,Binondo Elementary School,0,2,26496760,Bridges,No,13.2,MMDA
750,2006-04-04,2006,April,Manila,Sta. Ana,14.5738,121.0084,High,2.94,House-roof level,32,217.6,Monsoon Rains,Kiko,Signal No. 1,6955,1898,1617,Tondo Sports Complex,0,17,37404443,None,No,12.0,PAGASA
751,2016-09-29,2016,September,Manila,San Andres Bukid,14.581600000000002,120.99940000000001,High,1.78,Neck-deep,56,280.8,Heavy Rain,None (Monsoon),None,4485,1046,1006,Pandacan Elementary School,0,14,6477668,None,Yes,21.5,DSWD
752,2004-11-01,2004,November,Caloocan,Bagong Barrio,14.670300000000001,120.987,High,1.64,Neck-deep,15,212.4,Monsoon Rains,None (Monsoon),None,5892,1479,1702,Caloocan City Gymnasium,0,6,5285703,Bridges,Yes,2.1,LGU Report
753,2005-05-02,2005,May,Caloocan,Grace Park,14.659199999999998,120.98360000000001,High,1.44,Chest-deep,51,170.1,Typhoon,Queenie,Signal No. 3,5619,1147,947,Baesa National High School,0,9,18926592,None,No,23.5,LGU Report
754,2014-05-03,2014,May,Caloocan,Camarin,14.7354,121.0127,Moderate,0.59,Waist-deep,18,351.2,Typhoon,None (Monsoon),None,5939,1165,515,Baesa National High School,0,4,7923517,Roads,No,1.4,LGU Report
755,2003-11-23,2003,November,Caloocan,Baesa,14.6922,121.0008,High,1.58,Neck-deep,75,336.2,Typhoon,None (Monsoon),None,954,192,93,Camarin Elementary School,0,7,2573323,Bridges and Roads,No,5.6,LGU Report
756,2004-04-04,2004,April,Parañaque,BF Homes,14.4879,121.0127,Moderate,0.11,Knee-deep,10,424.2,Typhoon,Kiko,Signal No. 2,5061,999,675,La Huerta Elementary School,0,1,1170546,Homes,Yes,16.9,LGU Report
757,2007-10-20,2007,October,Parañaque,La Huerta,14.4932,120.99940000000001,Moderate,1.36,Chest-deep,20,182.6,Continuous Rain,Pepito,Signal No. 1,7192,1762,356,BF Homes Covered Court,0,7,9762392,None,Yes,18.7,NDRRMC
758,2013-07-23,2013,July,Parañaque,Baclaran,14.5244,120.998,High,0.79,Waist-deep,49,141.5,Heavy Rain,Ursula,Signal No. 1,7290,1404,1678,Baclaran Elementary School,0,2,4399940,Roads,No,12.2,LGU Report
759,2000-12-02,2000,December,Las Piñas,Almanza Dos,14.4632,120.982,Moderate,1.09,Chest-deep,46,239.5,Heavy Rain,Kiko,Signal No. 4,3217,866,341,Las Piñas City Hall Gymnasium,0,1,3596125,Roads and Homes,Yes,21.8,MMDA
760,2005-06-05,2005,June,Las Piñas,Pulang Lupa Dos,14.4681,120.9747,Moderate,0.13,Knee-deep,7,313.9,Typhoon,Kiko,Signal No. 3,4872,1251,255,Las Piñas City Hall Gymnasium,0,0,1054063,Bridges,Yes,7.6,LGU Report
761,2000-07-02,2000,July,Muntinlupa,Tunasan,14.3883,121.0315,Moderate,0.62,Waist-deep,34,156.4,Scattered Showers,Rolly,Signal No. 2,6656,1463,209,Muntinlupa City Hall Gymnasium,0,6,6028223,Roads and Homes,No,5.5,MMDA
762,2017-05-25,2017,May,Muntinlupa,Alabang,14.426599999999999,121.0424,Low,0.3,Knee-deep,11,316.8,Continuous Rain,None (Monsoon),None,4635,1272,205,Muntinlupa City Hall Gymnasium,0,3,2122972,Bridges,No,20.2,PAGASA
763,2010-02-09,2010,February,Taguig,Ususan,14.5089,121.0643,High,2.54,House-roof level,58,178.2,Typhoon,Queenie,Signal No. 3,688,191,168,Pinagsama Covered Court,0,23,4045536,Bridges and Roads,No,15.7,MMDA
764,2010-10-29,2010,October,Taguig,Pinagsama,14.5244,121.0595,Moderate,0.94,Waist-deep,20,62.4,Heavy Rain,Ulysses,Signal No. 2,4272,978,524,Lower Bicutan Covered Court,0,4,5166311,Homes,No,20.2,DSWD
765,2014-09-03,2014,September,Taguig,Lower Bicutan,14.5144,121.05460000000001,Moderate,1.39,Chest-deep,32,385.8,Typhoon,Kiko,Signal No. 2,4389,875,388,Lower Bicutan Covered Court,0,1,11486710,Bridges and Roads,Yes,6.4,PAGASA
766,2012-03-02,2012,March,Malabon,Longos,14.6634,120.9579,Very High,4.0,House-roof level,164,179.7,Scattered Showers,Queenie,Signal No. 3,4406,822,962,Longos Elementary School,0,26,18629348,Bridges,Yes,19.4,PAGASA
767,2008-07-09,2008,July,Malabon,Panghulo,14.6684,120.9578,Very High,3.25,House-roof level,104,369.2,Scattered Showers,Pepito,Signal No. 1,6037,1457,1888,Longos Elementary School,3,11,44627171,Roads and Homes,No,17.4,DSWD
768,2020-08-04,2020,August,Malabon,Tañong,14.6601,120.9565,Very High,2.65,House-roof level,49,436.6,Typhoon,None (Monsoon),None,2286,570,758,Malabon City Hall Covered Court,3,15,8538738,Homes,No,5.2,NDRRMC
769,2019-03-09,2019,March,Malabon,Catmon,14.659699999999999,120.9537,Very High,3.01,House-roof level,137,175.3,Heavy Rain,Ulysses,Signal No. 3,5076,1160,925,Malabon City Hall Covered Court,0,17,23994456,None,No,5.3,DSWD
770,2002-09-08,2002,September,Malabon,Hulong Duhat,14.6618,120.9554,High,0.33,Knee-deep,49,146.3,Monsoon Rains,Quedan,Signal No. 3,5314,1306,1266,Catmon Covered Court,0,1,1408868,Bridges,Yes,19.4,LGU Report
771,2009-02-10,2009,February,Malabon,Acacia,14.6645,120.9575,High,1.76,Neck-deep,8,441.5,Heavy Rain,Nonoy,Signal No. 1,1513,303,151,Longos Elementary School,0,7,2620404,Bridges,No,3.0,MMDA
772,2013-11-02,2013,November,Navotas,Bangculasi,14.6622,120.94069999999999,Very High,2.24,House-roof level,165,90.1,Typhoon,Ursula,Signal No. 4,7159,1823,1904,Bangculasi Elementary School,0,12,35298358,Homes,Yes,21.2,LGU Report
773,2019-08-03,2019,August,Navotas,Daanghari,14.658900000000001,120.94369999999999,Very High,3.66,House-roof level,146,296.3,Monsoon Rains,None (Monsoon),None,3004,667,740,Bangculasi Elementary School,0,24,9199911,Homes,No,6.9,PAGASA
774,2010-05-10,2010,May,Navotas,Navotas East,14.6572,120.94069999999999,Very High,2.02,House-roof level,132,308.2,Typhoon,Ursula,Signal No. 1,398,86,141,Tangos National High School,0,12,434932,Roads and Homes,Yes,10.8,PAGASA
775,2010-04-02,2010,April,Navotas,Navotas West,14.6566,120.9383,Very High,1.58,Neck-deep,78,284.2,Heavy Rain,Kiko,Signal No. 2,4120,1046,813,North Bay Blvd Evacuation Center,0,7,4426169,None,Yes,6.4,DSWD
776,2011-06-12,2011,June,Navotas,North Bay Blvd South,14.6531,120.9381,High,1.52,Neck-deep,43,416.4,Monsoon Rains,Rolly,Signal No. 2,1360,335,365,Navotas Sports Complex,0,2,3600833,None,Yes,7.3,LGU Report
777,2018-12-26,2018,December,Valenzuela,Bisig,14.701500000000001,120.9782,Very High,4.08,House-roof level,72,335.0,Continuous Rain,Ulysses,Signal No. 3,340,87,133,Valenzuela National High School Gym,4,35,2804530,Bridges,Yes,19.0,PAGASA
778,2007-09-15,2007,September,Valenzuela,Lawang Bato,14.704099999999999,120.9751,Very High,3.57,House-roof level,143,72.7,Continuous Rain,Ondoy,Signal No. 4,6862,1521,1071,Bisig Elementary School,5,23,40364977,Bridges,Yes,17.3,MMDA
779,2001-11-23,2001,November,Valenzuela,Lingunan,14.7086,120.9811,High,0.48,Knee-deep,54,369.5,Typhoon,None (Monsoon),None,1313,296,105,Valenzuela National High School Gym,0,4,1230524,None,No,19.0,DSWD
780,2018-03-05,2018,March,Valenzuela,Punturin,14.711500000000001,120.9842,High,2.33,House-roof level,73,249.9,Continuous Rain,None (Monsoon),None,7874,1747,1336,Valenzuela City Gymnasium,0,11,40066600,Roads and Homes,No,7.5,NDRRMC
781,2014-02-09,2014,February,Valenzuela,Parada,14.6984,120.97999999999999,High,1.62,Neck-deep,8,108.9,Continuous Rain,None (Monsoon),None,1965,411,345,Lawang Bato Covered Court,0,4,1695922,Roads and Homes,No,11.5,LGU Report
782,2016-08-31,2016,August,Marikina,Tumana,14.657,121.1044,Very High,4.03,House-roof level,130,429.1,Heavy Rain,None (Monsoon),None,1268,351,348,Calumpang Elementary School,0,24,11620706,Homes,No,19.8,DSWD
783,2021-05-26,2021,May,Marikina,Calumpang,14.6472,121.1034,Very High,0.66,Waist-deep,134,418.8,Monsoon Rains,Ulysses,Signal No. 2,755,194,193,Calumpang Elementary School,0,0,273749,Roads,No,10.0,DSWD
784,2020-08-24,2020,August,Marikina,Concepcion Dos,14.661299999999999,121.10940000000001,Very High,1.89,Neck-deep,95,284.2,Typhoon,None (Monsoon),None,2534,496,659,Marikina City Hall Gymnasium,0,1,8776989,Bridges and Roads,Yes,24.0,MMDA
785,2016-12-13,2016,December,Marikina,Industrial Valley,14.6528,121.1114,High,1.19,Chest-deep,62,106.9,Heavy Rain,None (Monsoon),None,6192,1534,1479,Concepcion National High School,0,6,7748101,Roads,Yes,5.1,DSWD
786,2008-09-07,2008,September,Marikina,Nangka,14.6689,121.1077,High,1.43,Chest-deep,25,416.4,Heavy Rain,Ulysses,Signal No. 2,3697,921,740,Calumpang Elementary School,0,11,7746770,Bridges,No,3.2,LGU Report
787,2015-05-17,2015,May,Marikina,Fortune,14.671899999999999,121.11030000000001,High,1.97,Neck-deep,53,280.8,Scattered Showers,Ursula,Signal No. 3,7168,1324,1312,Concepcion National High School,0,18,21747641,Bridges,Yes,19.7,LGU Report
788,2021-09-06,2021,September,Pasig,Pinagbuhatan,14.5619,121.10279999999999,Very High,1.59,Neck-deep,142,211.9,Scattered Showers,None (Monsoon),None,2662,537,797,Pinagbuhatan Covered Court,0,4,6814573,Bridges,No,21.8,NDRRMC
789,2024-04-27,2024,April,Pasig,Bambang,14.5588,121.098,Very High,2.52,House-roof level,117,169.6,Heavy Rain,Quedan,Signal No. 4,6282,1355,1695,Pinagbuhatan Covered Court,1,13,12792611,Homes,Yes,7.7,LGU Report
790,2022-01-23,2022,January,Pasig,Ugong,14.5637,121.0717,High,2.81,House-roof level,56,144.0,Continuous Rain,Pepito,Signal No. 3,5020,1151,637,Ugong Elementary School,0,2,9892955,Bridges,No,12.1,NDRRMC
791,2006-10-24,2006,October,Pasig,Dela Paz,14.574399999999999,121.0815,High,2.98,House-roof level,6,443.5,Monsoon Rains,Tisoy,Signal No. 3,4060,1077,483,Pasig City Hall Gymnasium,3,10,8468465,Roads,Yes,19.8,MMDA
792,2007-08-16,2007,August,Pasig,Palatiw,14.562700000000001,121.10040000000001,High,2.72,House-roof level,68,384.7,Continuous Rain,Quedan,Signal No. 3,1080,264,149,Pasig City Hall Gymnasium,0,5,5249279,Bridges and Roads,Yes,16.7,NDRRMC
793,2017-08-24,2017,August,Quezon City,Batasan Hills,14.6886,121.1127,High,2.6,House-roof level,91,193.5,Typhoon,Rolly,Signal No. 4,1533,299,357,Batasan Hills National High School Gym,0,21,4596501,Bridges,Yes,2.4,DSWD
794,2005-04-12,2005,April,Quezon City,Commonwealth,14.6804,121.1092,High,0.7,Waist-deep,63,358.1,Monsoon Rains,None (Monsoon),None,1233,338,139,Batasan Hills National High School Gym,0,7,1183024,None,No,22.5,MMDA
795,2021-03-24,2021,March,Quezon City,Payatas,14.7243,121.11840000000001,High,2.07,House-roof level,52,69.6,Scattered Showers,None (Monsoon),None,1482,353,245,Payatas Elementary School Covered Court,0,15,4377689,Homes,No,3.6,PAGASA
796,2018-12-11,2018,December,Quezon City,Bagong Silangan,14.7009,121.1303,Moderate,1.02,Chest-deep,38,363.3,Typhoon,None (Monsoon),None,7311,2080,833,Quezon City Reception Area,0,7,16786514,Bridges,Yes,12.6,LGU Report
797,2012-06-18,2012,June,Quezon City,Novaliches Proper,14.7345,121.024,Moderate,1.37,Chest-deep,48,302.6,Monsoon Rains,None (Monsoon),None,1678,332,134,Commonwealth Elementary School,0,5,1162015,Bridges and Roads,Yes,5.5,PAGASA
798,2022-08-26,2022,August,Manila,Tondo,14.6187,120.967,Very High,1.59,Neck-deep,112,420.6,Typhoon,Ursula,Signal No. 1,7487,1599,2310,Binondo Elementary School,0,14,7011975,None,Yes,11.7,LGU Report
799,2020-10-16,2020,October,Manila,Binondo,14.5981,120.9751,High,2.77,House-roof level,83,286.4,Continuous Rain,Rolly,Signal No. 1,4884,1182,638,Binondo Elementary School,3,0,21124839,Roads and Homes,Yes,9.8,LGU Report
800,2002-02-21,2002,February,Manila,Pandacan,14.5872,121.0037,Very High,4.33,House-roof level,82,216.7,Monsoon Rains,Ursula,Signal No. 3,4584,998,1807,Tondo Sports Complex,0,34,36175823,Bridges,No,13.7,PAGASA
801,2007-12-13,2007,December,Manila,Sta. Ana,14.5741,121.0084,High,1.77,Neck-deep,31,308.7,Heavy Rain,None (Monsoon),None,316,86,72,Tondo Sports Complex,0,8,468735,Bridges,No,5.3,MMDA
802,2016-03-18,2016,March,Manila,San Andres Bukid,14.581800000000001,120.99980000000001,High,0.56,Waist-deep,42,305.6,Heavy Rain,Pepito,Signal No. 1,2735,560,819,Pandacan Elementary School,0,0,3151006,Bridges,Yes,18.5,PAGASA
803,2005-06-12,2005,June,Caloocan,Bagong Barrio,14.6713,120.98729999999999,High,1.65,Neck-deep,74,295.7,Scattered Showers,None (Monsoon),None,4011,898,771,Caloocan City Gymnasium,0,12,13985499,Roads,Yes,23.8,MMDA
804,2006-07-16,2006,July,Caloocan,Grace Park,14.6595,120.9833,High,1.22,Chest-deep,72,446.4,Scattered Showers,None (Monsoon),None,6878,1768,1593,Caloocan City Gymnasium,0,5,18519394,Bridges and Roads,No,5.5,MMDA
805,2021-09-07,2021,September,Caloocan,Camarin,14.7348,121.01169999999999,Moderate,1.18,Chest-deep,46,383.8,Typhoon,None (Monsoon),None,748,149,110,Baesa National High School,0,7,1124969,Roads,Yes,11.1,NDRRMC
806,2015-12-11,2015,December,Caloocan,Baesa,14.6924,121.0004,High,0.35,Knee-deep,91,349.9,Heavy Rain,Tonyo,Signal No. 4,7850,1879,1271,Grace Park Elementary School,0,0,4641343,Bridges,No,12.1,DSWD
807,2015-04-14,2015,April,Parañaque,BF Homes,14.4874,121.0132,Moderate,0.27,Knee-deep,4,174.8,Scattered Showers,None (Monsoon),None,6640,1606,864,Parañaque City Hall Gymnasium,0,0,1093296,Bridges,No,19.7,MMDA
808,2012-08-03,2012,August,Parañaque,La Huerta,14.4931,120.9993,Moderate,0.58,Waist-deep,28,249.3,Typhoon,None (Monsoon),None,809,191,118,Parañaque City Hall Gymnasium,0,0,1155457,Bridges,Yes,9.0,NDRRMC
809,2011-11-07,2011,November,Parañaque,Baclaran,14.5235,120.998,High,2.37,House-roof level,46,282.9,Scattered Showers,Ondoy,Signal No. 3,7477,1606,801,Parañaque National High School,0,2,37623332,None,No,21.8,PAGASA
810,2004-07-03,2004,July,Las Piñas,Almanza Dos,14.4631,120.9814,Moderate,1.35,Chest-deep,4,313.2,Heavy Rain,Ondoy,Signal No. 2,2755,634,386,Las Piñas City Hall Gymnasium,0,9,1889449,Homes,No,13.2,PAGASA
811,2007-02-14,2007,February,Las Piñas,Pulang Lupa Dos,14.4679,120.975,Moderate,0.93,Waist-deep,37,117.4,Monsoon Rains,None (Monsoon),None,7532,2055,943,Pulang Lupa Covered Court,0,1,12340129,None,Yes,4.5,DSWD
812,2010-09-14,2010,September,Muntinlupa,Tunasan,14.3888,121.0314,Moderate,1.49,Chest-deep,2,367.9,Continuous Rain,None (Monsoon),None,5782,1428,536,Tunasan Elementary School,0,8,8406894,Roads and Homes,Yes,19.9,PAGASA
813,2015-06-11,2015,June,Muntinlupa,Alabang,14.425799999999999,121.04129999999999,Low,0.11,Knee-deep,10,149.6,Heavy Rain,None (Monsoon),None,3571,876,165,Alabang Covered Court,0,1,396737,Roads,No,14.4,PAGASA
814,2005-10-01,2005,October,Taguig,Ususan,14.5081,121.0624,High,1.86,Neck-deep,88,103.0,Heavy Rain,Queenie,Signal No. 1,4953,1022,526,Pinagsama Covered Court,0,6,9701750,Bridges,Yes,20.0,NDRRMC
815,2018-07-17,2018,July,Taguig,Pinagsama,14.5249,121.05879999999999,Moderate,0.25,Knee-deep,15,364.2,Scattered Showers,None (Monsoon),None,3862,780,182,Pinagsama Covered Court,0,1,1756283,Bridges,Yes,5.4,PAGASA
816,2008-06-07,2008,June,Taguig,Lower Bicutan,14.512500000000001,121.0544,Moderate,1.32,Chest-deep,44,225.0,Continuous Rain,Marce,Signal No. 4,2188,405,194,Taguig City University Gymnasium,0,12,6578862,Homes,Yes,10.2,PAGASA
